63,msec
49,msec
47,msec
62,msec
63,msec
62,msec
62,msec
62,msec
47,msec
63,msec
63,msec
63,msec
63,msec
62,msec
62,msec
63,msec
47,msec
62,msec
63,msec
63,msec
63,msec
62,msec
62,msec
63,msec
62,msec
62,msec
62,msec
63,msec
47,msec
62,msec
63,msec
47,msec
63,msec
63,msec
62,msec
62,msec
47,msec
46,msec
47,msec
47,msec
62,msec
47,msec
62,msec
63,msec
62,msec
47,msec
62,msec
63,msec
62,msec
63,msec
62,msec
62,msec
47,msec
62,msec
62,msec
62,msec
62,msec
63,msec
62,msec
62,msec
47,msec
62,msec
62,msec
62,msec
63,msec
63,msec
63,msec
47,msec
63,msec
63,msec
62,msec
62,msec
62,msec
46,msec
63,msec
63,msec
62,msec
63,msec
63,msec
62,msec
63,msec
47,msec
47,msec
62,msec
63,msec
62,msec
63,msec
47,msec
62,msec
46,msec
63,msec
62,msec
47,msec
63,msec
47,msec
62,msec
47,msec
63,msec
63,msec
63,msec
